"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.637341328E2,5.233747922E1,4.870507130E0,2.610963734E1,1.330000043E0,2.646000061E2,3.790092468E0,8.133022308E0
1.647343967E2,5.233747731E1,4.870490980E0,2.633228165E1,1.330000043E0,2.641000061E2,3.790092468E0,7.408133984E0
1.657338195E2,5.233747682E1,4.870476210E0,2.835003373E1,1.360000014E0,2.762000122E2,3.790092468E0,7.016214848E0
1.667340170E2,5.233747787E1,4.870461210E0,2.954961158E1,1.330000043E0,2.780000000E2,3.790092468E0,7.005782604E0
1.677340287E2,5.233747870E1,4.870444790E0,3.014432990E1,1.360000014E0,2.757999878E2,3.790092468E0,7.333577156E0
1.687336763E2,5.233747839E1,4.870427550E0,3.028848463E1,1.370000005E0,2.715000000E2,3.790092468E0,7.123667240E0
1.697340409E2,5.233747893E1,4.870409870E0,3.066133903E1,1.350000024E0,2.803999939E2,3.790092468E0,7.245431900E0
1.707335411E2,5.233747977E1,4.870391470E0,3.097791903E1,1.370000005E0,2.783999939E2,3.790092468E0,6.769927979E0
1.717336583E2,5.233747982E1,4.870372670E0,3.074463196E1,1.340000033E0,2.732000122E2,3.790092468E0,6.955149651E0
1.727340401E2,5.233748029E1,4.870353730E0,3.168163349E1,1.330000043E0,2.790000000E2,3.790092468E0,6.716645718E0
1.737343490E2,5.233748057E1,4.870335190E0,3.186863499E1,1.320000052E0,2.743999939E2,3.790092468E0,6.655347347E0
1.747337721E2,5.233747951E1,4.870317170E0,3.127700940E1,1.289999962E0,2.721000061E2,3.790092468E0,6.491479397E0
1.757338254E2,5.233747631E1,4.870298930E0,3.081105207E1,1.350000024E0,2.582000122E2,3.790092468E0,6.118237019E0
1.767340221E2,5.233747178E1,4.870280960E0,3.115045190E1,1.299999952E0,2.545000000E2,3.790092468E0,5.930384159E0
1.777334855E2,5.233746823E1,4.870262970E0,3.147966023E1,1.320000052E0,2.607999878E2,3.790092468E0,5.747763157E0
1.787336560E2,5.233746540E1,4.870244000E0,3.170767272E1,1.309999943E0,2.595000000E2,3.790092468E0,5.764268398E0
1.797337284E2,5.233746277E1,4.870223880E0,3.359474246E1,1.309999943E0,2.607999878E2,3.790092468E0,5.672299385E0
1.807343940E2,5.233746066E1,4.870202690E0,3.542736895E1,1.340000033E0,2.643999939E2,3.790092468E0,5.670478344E0
1.817339344E2,5.233745929E1,4.870181850E0,3.514586094E1,1.330000043E0,2.700000000E2,3.790092468E0,5.906792641E0
1.827336981E2,5.233745563E1,4.870161580E0,3.501174994E1,1.389999986E0,2.525000000E2,3.790092468E0,6.052796364E0
1.837340380E2,5.233745136E1,4.870142460E0,3.405348103E1,1.320000052E0,2.548999939E2,3.790092468E0,5.720638752E0
1.847337336E2,5.233744926E1,4.870123750E0,3.402502497E1,1.330000043E0,2.620000000E2,3.790092468E0,5.769090176E0
1.857344927E2,5.233744730E1,4.870103170E0,3.480699284E1,1.309999943E0,2.586000061E2,3.790092468E0,5.225839615E0
1.867338050E2,5.233744489E1,4.870083040E0,3.454702919E1,1.330000043E0,2.572000122E2,3.790092468E0,5.157248974E0
1.877335548E2,5.233744178E1,4.870063690E0,3.421504351E1,1.259999990E0,2.498000031E2,3.790092468E0,4.927268505E0
1.887338031E2,5.233743908E1,4.870044370E0,3.256915462E1,1.330000043E0,2.403000031E2,3.790092468E0,4.733994007E0
1.897335438E2,5.233743772E1,4.870023060E0,3.211320788E1,1.360000014E0,2.572999878E2,3.790092468E0,4.481129646E0
1.907338112E2,5.233743690E1,4.870002340E0,3.254715482E1,1.309999943E0,2.572000122E2,3.790092468E0,4.642058849E0
