"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.256558740E2,5.238857995E1,4.917895720E0,-1.030496179E-1,0.000000000E0,NaN,3.790092468E0,2.500000000E0
1.266562725E2,5.238857991E1,4.917895810E0,-8.272491504E-2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
1.276560316E2,5.238857996E1,4.917895800E0,-5.281762345E-2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
1.286557218E2,5.238857985E1,4.917895760E0,-8.750419863E-3,0.000000000E0,NaN,3.790092468E0,2.500000000E0
1.296564121E2,5.238857981E1,4.917895760E0,-3.928699210E-3,0.000000000E0,NaN,3.790092468E0,2.500000000E0
1.306556093E2,5.238857986E1,4.917895720E0,3.226519598E-2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
1.316561004E2,5.238857987E1,4.917895730E0,3.427937614E-2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
1.326563707E2,5.238857283E1,4.917884430E0,2.524024562E-1,7.900000215E-1,2.273000031E2,3.790092468E0,2.500000000E0
1.336557365E2,5.238855392E1,4.917852660E0,-3.030627962E-1,2.539999962E0,2.268999939E2,3.790092468E0,2.500000000E0
1.346560722E2,5.238852873E1,4.917807480E0,-2.688230904E-1,3.509999990E0,2.276000061E2,3.790092468E0,2.500000000E0
1.356564335E2,5.238848541E1,4.917740170E0,-1.282377084E-1,5.019999981E0,2.258999939E2,3.790092468E0,2.500000000E0
1.366565069E2,5.238845171E1,4.917683210E0,3.577652941E-1,5.469999790E0,2.271999969E2,3.790092468E0,2.500000000E0
1.376562716E2,5.238841194E1,4.917620280E0,5.525574827E-1,6.110000134E0,2.271999969E2,3.790092468E0,2.500000000E0
1.386564772E2,5.238838348E1,4.917570370E0,5.347878450E-1,5.590000153E0,2.288999939E2,3.793274879E0,2.500000000E0
1.396557980E2,5.238832709E1,4.917468360E0,5.050463850E-1,6.940000057E0,2.288000031E2,4.298098564E0,2.500000000E0
1.406556245E2,5.238827508E1,4.917358140E0,-1.237537122E-1,7.769999981E0,2.306999969E2,4.523649693E0,2.544102669E0
1.416556135E2,5.238819406E1,4.917199650E0,1.172975076E0,9.850000381E0,2.321999969E2,4.443495274E0,2.601137161E0
1.426559042E2,5.238810045E1,4.917025820E0,-6.309879604E-2,1.218000031E1,2.288000031E2,3.790092468E0,2.633731604E0
1.436560932E2,5.238800946E1,4.916872150E0,-1.254418423E0,1.302000046E1,2.266999969E2,3.790092468E0,2.734037638E0
1.446565499E2,5.238791491E1,4.916714740E0,-2.234075348E0,1.400000000E1,2.273999939E2,3.790092468E0,2.705261707E0
1.456557882E2,5.238782391E1,4.916555960E0,-2.173139656E0,1.488000011E1,2.271000061E2,3.790092468E0,2.677657604E0
1.466556207E2,5.238772298E1,4.916382260E0,-2.385603194E0,1.569999981E1,2.271999969E2,3.790092468E0,2.711573124E0
1.476558182E2,5.238762405E1,4.916199470E0,-2.047104835E0,1.643000031E1,2.285000000E2,3.790092468E0,2.878748655E0
1.486556281E2,5.238752815E1,4.916025870E0,-1.906289689E0,1.598999977E1,2.283000031E2,3.790092468E0,3.154078722E0
1.496560169E2,5.238743315E1,4.915851300E0,-1.986665232E0,1.594999981E1,2.285000000E2,4.667434216E0,3.458410501E0
1.601767632E2,5.238988760E1,4.918386100E0,NaN,NaN,NaN,6.999990234E2,0.000000000E0
1.644937632E2,5.238887360E1,4.918566200E0,4.779143472E0,NaN,NaN,1.040999985E2,2.072927284E1
2.002077632E2,5.239084660E1,4.919388000E0,NaN,NaN,NaN,1.000000000E3,0.000000000E0
2.202167632E2,5.238578880E1,4.912670400E0,NaN,NaN,NaN,1.700000000E3,0.000000000E0
2.402227632E2,5.238101060E1,4.907251500E0,NaN,NaN,NaN,1.899999023E3,0.000000000E0
2.602307632E2,5.238101060E1,4.907251500E0,NaN,NaN,NaN,1.899999023E3,0.000000000E0
2.803777632E2,5.238859200E1,4.918049400E0,7.844213764E-2,NaN,NaN,5.240000153E1,7.641275406E0
3.002487632E2,5.238770690E1,4.914673600E0,NaN,NaN,NaN,1.200000000E3,0.000000000E0
3.202517632E2,5.238770690E1,4.914673600E0,NaN,NaN,NaN,1.200000000E3,0.000000000E0
